seq_id,admin,Label,EventSequence,token_anomaly_label
50165,an149,0,"['10', '2', '9', '2']","[0, 0, 0, 0]"
45849,an512,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
97616,bn187,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
57675,bn167,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
95969,an445,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
50703,an244,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
49323,an40,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
62906,an341,0,"['10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0]"
82495,bn147,0,"['10', '2', '9', '2']","[0, 0, 0, 0]"
93838,badmin1,0,"['1', '8', '1', '5', '1', '5', '1', '5', '5', '1', '29', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '42', '1', '5', '4', '45', '46', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '5', '1', '5', '40', '1', '5', '48', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49787,an211,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32949,an573,0,"['4', '1', '8']","[0, 0, 0]"
35209,dn117,0,"['4', '1', '8']","[0, 0, 0]"
98943,tbird-admin1,0,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '338', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64707,cn928,0,"['4', '1', '8']","[0, 0, 0]"
80865,an507,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
63862,dn608,0,"['4', '1', '8', '18']","[0, 0, 0, 0]"
58202,bn234,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
89287,an428,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78432,an233,0,"['9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0]"
568,dn1005,0,"['18', '18', '18']","[0, 0, 0]"
37938,dn479,0,"['1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
71114,an447,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72630,#21#,0,"['4', '1', '8']","[0, 0, 0]"
37903,dn986,0,"['18', '18', '1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88030,bn166,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
86414,bn204,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
217,dn30,1,"[20, 20, 7, 7, 6, 6, 20, 20, 20, 7, 7, 6, 6, 6, 20, 7, 7, 6, 20, 20, 7, 7, 6, 6, 20, 20, 20, 7, 7, 6, 6, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 20, 7, 7, 6, 6, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 4, 1, 8, 20, 20, 7, 7, 6, 6, 20, 20, 20, 7, 7, 6, 6, 6, 20, 7, 7, 6, 20, 20, 7, 6, 20, 20, 7, 7, 7, 6, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 20, 7, 7, 6, 6, 20, 20, 20, 7, 7, 7, 6, 6, 6, 7, 6, 20, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 7, 6, 6, 6, 20, 7, 6, 20, 20, 7, 6, 20, 20, 7, 7, 7, 6, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 6, 20, 20, 7, 7, 7, 6, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20, 20, 7, 7, 6, 6, 20]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]"
28064,an108,0,"['10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
89152,an428,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50903,bn245,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76612,an231,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95121,bn203,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
77355,an166,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67219,badmin2,0,"['4', '1', '8', '18']","[0, 0, 0, 0]"
73832,bn244,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43350,an128,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
42582,an589,0,"['31', '31', '31', '31', '176', '106', '122', '295', '31', '87', '259', '35', '269', '257', '267', '103', '177']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53111,bn224,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
28668,an77,0,"['1', '5', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96335,an254,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
16422,an886,0,"['257', '267', '103', '177', '31', '173', '31', '298', '31', '177', '167', '187', '168', '168', '34', '31', '31', '312', '190']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86049,bn196,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66588,bn178,0,"['4', '1', '8']","[0, 0, 0]"
19010,bn215,0,"['10', '2', '9', '2']","[0, 0, 0, 0]"
94908,aadmin1,0,"['1', '8', '29', '4', '1', '8', '42', '4', '45', '46']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58046,bn234,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62010,an360,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
46730,an47,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64936,cn599,0,"['5', '1', '164', '166', '122', '34', '111', '31', '31', '102', '176', '122', '295', '31', '106', '31', '31', '173', '31', '31', '31', '298', '31', '167', '187', '177', '590', '312', '168', '168', '31', '31']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49299,an40,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
59825,an57,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
92553,dadmin1,0,"['1', '8', '29', '42', '4', '45', '46']","[0, 0, 0, 0, 0, 0, 0]"
64812,cn719,0,"['4', '1', '8']","[0, 0, 0]"
94445,aadmin1,0,"['1', '8', '1', '5', '1', '5', '1', '5', '1', '5', '29', '1', '5', '4', '1', '8', '1', '5', '1', '5', '1', '5', '42', '4', '45', '46', '1', '5', '1', '5', '16', '16', '16', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '118', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '58', '36', '36', '63', '16', '1', '5', '1', '5', '36', '58', '58', '36', '36', '63', '36', '58', '58', '36', '36', '63', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
71959,badmin3,0,"['4', '1', '8']","[0, 0, 0]"
61139,bn230,0,"['9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0]"
93231,cadmin1,0,"['1', '8', '29', '42', '4', '45', '46']","[0, 0, 0, 0, 0, 0, 0]"
86565,bn204,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
51760,bn243,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
6407,cn510,0,"['164', '166', '1', '5', '34', '87', '259', '35', '269', '257', '267', '103', '177', '31', '176', '122', '295', '31', '177', '167', '187', '31', '173', '31', '298', '168', '168', '34', '31', '31', '312', '190']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
520,en392,0,"['4', '1', '8']","[0, 0, 0]"
60804,bn230,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85804,bn177,0,"['10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0]"
57287,bn211,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57222,bn211,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56108,an224,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98557,tbird-sm1,0,"['17', '19', '25', '14', '14', '12', '12', '13', '13', '14', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '13', '26', '14', '12', '13', '17', '17', '19', '25', '14', '14', '12', '12', '13', '13', '14', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '13', '26', '14', '12', '13', '17', '17', '19', '25', '14', '14', '12', '12', '13', '13', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '14', '14', '12', '12', '12', '13', '13', '13', '17', '17', '19', '25', '14', '14', '12', '12', '13', '13', '14', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '13', '26', '14', '12', '13', '17', '17', '19', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '17', '17', '19', '25', '14', '12', '13', '14', '14', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '13', '13', '26', '14', '12', '13', '17', '17', '19', '25', '14', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '13', '26', '14', '14', '14', '12', '12', '12', '13', '13', '13', '17', '17', '19', '25', '14', '14', '12', '12', '13', '13', '14', '14', '14', '14', '14', '14', '12', '12', '12', '12', '12', '12', '13', '13', '13', '13', '13', '13', '26', '14', '12', '13', '17']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87959,bn166,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
65365,cadmin4,0,"['4', '1', '8']","[0, 0, 0]"
44298,an75,0,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67656,an540,0,"['4', '1', '8', '1', '8', '29', '45', '46', '42', '47', '4']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46038,an18,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81225,an73,0,"['9', '2', '10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
67217,badmin2,0,"['18', '18', '40', '48']","[0, 0, 0, 0]"
71555,an266,0,"['9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0]"
89952,bn184,0,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23009,an508,0,"['10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
94179,badmin1,0,"['1', '8', '29', '42', '4', '45', '46']","[0, 0, 0, 0, 0, 0, 0]"
79557,bn139,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
73131,an88,0,"['10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
74143,bn244,0,"['10', '2', '9', '2']","[0, 0, 0, 0]"
94743,aadmin1,0,"['1', '8', '29', '42', '4', '45', '46', '58', '36', '36', '63', '16', '36', '58', '58', '36', '36', '63', '36', '58', '58', '36', '36', '63']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94644,aadmin1,0,"['1', '8', '29', '42', '4', '45', '46', '1', '5', '16', '16', '16', '118', '58', '36', '36', '63', '16', '36', '58', '58', '36', '36', '63', '36', '58', '58', '36', '36', '63']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92016,eadmin1,0,"['1', '8', '29', '42', '4', '45', '46']","[0, 0, 0, 0, 0, 0, 0]"
98729,tbird-sm1,0,"['19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19', '19', '17', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
80633,bn273,0,"['9', '2', '10', '2']","[0, 0, 0, 0]"
67177,badmin2,0,"['4', '1', '8', '1', '8', '47', '469', '29', '4', '45', '46', '42']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35709,an242,0,"['10', '2', '9', '2', '10', '2']","[0, 0, 0, 0, 0, 0]"
93454,cadmin1,0,"['1', '8', '29', '42', '4', '45', '46']","[0, 0, 0, 0, 0, 0, 0]"
63711,eadmin2,0,"['4', '1', '8']","[0, 0, 0]"
48503,bn511,0,"['9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0]"
62654,an318,0,"['10', '2', '9', '2', '10', '2', '9', '2']","[0, 0, 0, 0, 0, 0, 0, 0]"
