,EventId,ori_EventId,EventTemplate
653,837,883c4a72,sshd[<*>]: Daemon is running.
654,374,e9b4b2af,<*> failed
655,403,ae4921d6,ntpdate[<*>]: no server suitable for synchronization found
656,958,acdf0cd6,wall[<*>]: wall: user root broadcasted <*> lines (<*> chars)
657,920,1af950a6,ifup: /sbin/ip route add <*> via <*> dev eth<*>
658,639,c86b2226,<*> <*> <*> <*> write <*> No space left on device
659,362,a6968f03,<*> segfault at <*> rip <*> rsp <*> error <*>
660,548,fd6972c6,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Discrete voltage state: <*>
661,549,5ff476ab,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Chassis location: Main System Chassis Previous state was: <*> <*> Discrete voltage state: <*>
662,1126,acc02d9a,sshd<*>[<*>]: WARNING: Could not chdir to home directory /Net/usr/home/#<*>#: No such file or directory
663,641,227d1afd,sshd[<*>]: WARNING: Setting tty modes failed: Invalid argument
664,1055,58568c1a,"- User ID: Red Hat, Inc. (Kernel Module GPG key)"
665,890,7b23c968,USB Universal Host Controller Interface driver v<*>.<*>
666,1009,02def7c0,sda: sda<*> sda<*> sda<*> sda<*> < sda<*> sda<*> >
667,1056,6adceb23,usbcore: USB support disabled
668,1013,48e583f6,i<*>c /dev entries driver
669,492,ac4a87b5,mount: : server is down.
670,491,58421df8,mount: mount to NFS server <*> failed
671,989,b3844e70,dcdbas: module license 'unspecified' taints kernel.
672,984,d9a716d7,Administrator: Instrumentation Service EventID: <*> Server Administrator starting
673,985,7a749fbb,Administrator: Instrumentation Service EventID: <*> Server Administrator startup complete
674,288,1ceda29e,rpcidmapd: rpc.idmapd <*> succeeded
675,706,aeef8702,eth<*>: no IPv<*> routers present
676,900,9510a023,ts_customize: Searching for custom.cnf. . .
677,897,6ed092dc,ts_customize: Skipping customization. custom.cnf not found.
678,441,7d05fce5,sshd[<*>]: Kerberos TGT authentication as user <*> accepted for #<*>#@#<*>#.
679,259,752323c1,kernel: fs_client: Umounting panfs ...
680,269,b80e4386,kernel: fs_client_cap: starting to scrub the caps
681,257,f67d3c01,kernel: fs_client_fm: All RPCs returned
682,267,b5ecda5a,"kernel: pan_kmod: done quiescing subdev <*> (""PANASAS kernel trace facility"")"
683,177,f16059c4,<*> Unmounting <*> filesystems: <*>
684,789,d4273323,Losing some ticks... checking if CPU frequency changed.
685,857,81311be0,Your time source seems to be instable or some driver is hogging interupts
686,851,e9d632d8,rip __do_softirq+<*>/<*>
687,850,db3a1891,warning: many lost ticks.
688,661,b23468ac,hald[<*>]: Timed out waiting for hotplug event <*>. Rebasing to <*>
689,995,2d66d0f6,fsck: [/sbin/fsck.ext<*> (<*>) -- <*> fsck.ext<*>
690,523,ff0566af,kernel: ext<*>_orphan_cleanup: deleting unreferenced inode <*>
691,846,56cf3dc2,"kernel: usb <*>-<*>: device not accepting address <*>, error -<*>"
692,708,9c5b13c3,kernel: Floppy drive(s): fd<*> is <*>.<*>M
693,612,47d2eafe,"fsck: orphaned inode <*> (uid=<*>, gid=<*>, mode=<*>, size=<*>)"
694,603,096b0a8a,fsck: <*> <*>
695,936,a2f4a71f,kernel: EXT<*>-fs: sda<*>: <*> orphan inodes deleted
696,886,d67a6aa0,smartd[<*>]: Configuration file /etc/smartd.conf parsed but has no entries (like /dev/hda)
697,888,a86ea1f4,smartd[<*>]: Unable to monitor any SMART enabled devices. Try debug (-d) option. Exiting...
698,1156,6104d8cd,kernel: - key was been created <*> seconds in future
699,974,325989a7,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Failed to bring port to ACTIVE for node=<*>ad<*>c, port= <*>, no response"
700,499,3da45a02,mount: <*> (pan_sock: timeout)
701,642,82656547,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Failed to bring port to ACTIVE for <*> port= <*>, mad status <*>"
702,1153,821ff6fd,"kernel: Found <*>, no active local ports, check cables"
703,1152,e55680f8,kernel: scsi<*> : <NULL>
704,1151,5e372b51,ts_srp:
705,475,78ff6562,ntpd[<*>]: no servers reachable
706,910,fe27c1da,Server Administrator: Instrumentation Service EventID: <*> Fan sensor detected a failure value Sensor location: BMC FAN <*>A RPM Chassis location: Main System Chassis Previous state was: Unknown Fan sensor value (in RPM): <*>
707,411,18f9a2db,kernel: UDP: short packet: From <*> <*>/<*> to #<*>#:<*>
708,719,61037249,Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit error logging disabled
709,614,8db02628,"syslog-ng[<*>]: Error accepting AF_UNIX connection, opened connections: <*>, max: <*>"
710,793,07881749,sshd[<*>]: Did not receive identification string from ::ffff:<*>
711,946,d50e45ed,sudo: <*> : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*> <*> <*>
712,704,35afdd1e,sudo: #<*># : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*> <*>
713,1149,345a60fb,kernel: RPC: giant verf size: <*>
714,746,beeb1a50,kernel: <*> <*> <*> failed
715,24,84713188,VFS: file-max limit <*> reached
716,107,694d0037,<*> <*> <*> <*> <*> Too many open files in system
717,108,585017e4,/apps/x<*>_<*>/system/ganglia-<*>.<*>.<*>/sbin/gmetad[<*>]: Unable to write meta data for metric <*> to RRD
718,500,9fd5c1fe,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif_comm.c[<*>]: <*> <*> <*> <*>
719,15,269cde4d,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: <*> <*> <*> <*> <*>
720,6,b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))"
721,1003,b54efc89,ntpd[<*>]: can't open /var/lib/ntp/drift.TEMP: Too many open files in system
722,468,e9f70fe1,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: <*> <*> <*> <*> <*> <*>
723,671,c3dc1f20,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: <*> <*> <*> <*>
724,670,203c8a44,kernel: THH(<*>): <*> <*> <*> <*> <*> = <*> <*>
725,7,13fafa5b,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/ib/ts_api_ng/mad/obj_host_amd<*>_custom<*>_rhel<*>/ts_ib_mad/mad_filter.c:<*>]mad_process failed (<*>) for InfiniHost<*> port <*> QPN <*> (class <*>, aid <*>)"
726,581,b21d1a8d,ib_sm.x[<*>]: <*> Failed to get <*> <*> <*> <*> <*> <*> <*>
727,25,bc53bae5,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: IB node <*> port <*> <*> <*> <*>
728,557,8d3607e2,"ib_sm.x[<*>]: [INFO]: Program switch port state to down, <*> port= <*>, due to non-responding CA"
729,652,20a06070,kernel: Losing some ticks... checking if CPU frequency changed.
730,623,b0357cce,"kernel: nfs: server <*> not responding, still trying"
731,20,ae7d6a14,kernel: THH(<*>): <*> <*> <*> in <*> <*>
732,688,a85e2030,kernel: nfs: server <*> OK
733,1124,78f72464,kernel: call_verify: RPC call version mismatch!
734,693,7626a0eb,kernel: Your time source seems to be instable or some driver is hogging interupts
735,695,1f6f7269,kernel: warning: many lost ticks.
736,802,8babc454,kernel: TCP: drop open request from <*>/<*>
737,432,b342a4c3,omsad<*>: tput: No value for $TERM and no -T specified
738,503,78abf788,omsad<*>: tput:
739,884,7a205001,instsvcdrv: <*> device driver unload failed for kernel <*>.<*>.<*>-<*>.EL.rootsmp
740,1017,5457ad94,kernel: pan_common: got -<*> registering panasas at <*>
741,1015,94132437,"kernel: panfs exception: at u_modb.c:<*>, <*> (unknown), rollback: <*>"
742,169,df1a990d,kernel: dcdbas: BIOS Update phys addr: <*>
743,341,a60b6b0d,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log
744,955,c2210a4c,kernel: <*> general protection <*> <*> error:<*>
745,529,658e6a1f,Server Administrator: Instrumentation Service EventID: <*> <*> <*> <*> <*> <*> <*> <*>
746,988,5c3d02aa,Server Administrator: Instrumentation Service EventID: <*> Log size is no longer near or at capacity Log type: ESM
747,1148,2d8c914d,mount: mount.panfs: failed local addresses: #<*>#:<*> <*>:<*>
748,1067,732dcc0b,ntpd[<*>]: Frequency format error in /var/lib/ntp/drift
749,975,56941486,omsad<*>: Please make sure you have at least <*>MB
750,600,07916d73,omsad<*>: invcol Error: <*> <*> <*> <*> <*> <*> <*>
751,973,86b2195a,Server Administrator: Instrumentation Service EventID: <*> Memory device status is non-critical Memory device location: <*> Possible memory module event cause:Single bit warning error rate exceeded
752,437,34c10c0f,"kernel: <*> page allocation failure. order:<*>, mode:<*>"
753,970,ef7b7a96,kernel: dcdbas failed to allocate memory for BIOS Update
754,945,74b80632,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log Exit code = <*> (Failure)
755,464,61a73648,"biosverify.bin[<*>]: BIOS update verification was successful. Version expected: A<*>, Version found: A<*>"
756,1019,61f6ffc8,"Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit warning error rate exceeded,Single bit failure error rate exceeded"
757,406,13ed6fe6,"biosverify.bin[<*>]: BIOS update verification failed. Version expected: A<*>, Version found: A<*>"
758,419,3e869d2b,kernel: SCSI error : <<*> <*> <*> <*>> return code = <*>
759,930,740979c4,Server Administrator: Instrumentation Service EventID: <*> Log size is near or at capacity Log type: ESM
760,577,b8c21d3b,kernel: THH(<*>): <*> <*> <*> <*>
761,966,0777ed16,kernel: THH(<*>): HCR dump END
762,980,c8f944b9,"kernel: THH(<*>): HCR dump, starting at addr <*>, size=<*>:"
763,911,b87fc99c,"kernel: THH(<*>): <*> MAILBOX dump, starting at addr <*>, size=<*>:"
764,909,fb694085,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif.c[<*>]: Failed command <*> <*> status=<*> (<*> - unexpected error - fatal)
765,977,ff91e858,"kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif_comm.c[<*>]: Command not completed after timeout: <*> (<*>), token=<*>, pid=<*>, go=<*>"
766,996,f2674204,kernel: THH(<*>): [XHH_qpm_process_local_mad]: ERROR on port <*>: <*>
767,873,93ae2dfd,kernel: audit(<*>.<*>:<*>): avc: denied { <*> } for pid=<*> comm=ntpdate <*> dev=ram<*> ino=<*> <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
768,308,53a0d3e8,kernel: VIPKL(<*>): [MM_create_mr]:MM_mr_get_keys failed
769,1150,af31ca0c,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: XHH_hob_register_> THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: XHH_hob_register_mr: Device in FATAL state
770,1066,d7a2cfab,kernel: <*> XHH_hob_register_mr: Device in FATAL state
771,526,056ed00a,"kernel: Buffer I/O error on device sda<*>, logical block <*>"
772,517,1d839fc4,kernel: EXT<*>-fs error (device <*> <*> <*> <*> <*> <*>
773,613,c527bf7c,kernel: EXT<*>-fs error (device <*> <*> <*> <*> <*>
774,648,11d43b5e,kernel: Remounting filesystem read-only
775,421,881fbb5e,"kernel: end_request: I/O error, dev sda, sector <*>"
776,869,f4bb4232,kernel: journal commit I/O error
777,528,70cd34f0,kernel: lost page write due to I/O error on sda<*>
778,662,0854f7ca,syslogd: <*> Read-only file system
779,902,83ffccc0,"kernel: EXT<*>-fs error (device sda<*>): ext<*>_get_inode_loc: unable to read inode block - inode=<*>, block=<*>"
780,1000,2baa2038,kernel: __journal_remove_journal_head: freeing b_committed_data
781,877,3168b50d,kernel: printk: <*> messages suppressed.
782,372,3a244987,<*> <*> <*> <*> Read-only file system
783,1014,85f9c9cb,rpc.statd[<*>]: recv_rply: <*> <*> <*> <*>
784,1065,7f0b81cc,"rpc.statd[<*>]: Can't callback <*> (<*>,<*>), giving up."
785,1154,7d598509,kernel: audit(<*>.<*>:<*>): avc: denied { search } <<*>>audit(<*>.<*>:<*>): avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
786,1155,e6092641,kernel: audit(<*>.<*>:<*>): avc: denied { write } for pid=<*> comm=ntpdate nam<<*>>audit(<*>.<*>:<*>): avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
787,894,88c4f278,kernel: audit(<*>.<*>:<*>): avc: denied { <*> } for pid=<*> comm=ntpdate <*> dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
788,994,858ac634,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Failed to bring port to ARMED for <*> port= <*>, state= <*>, hop_count=<*>, mad status <*>"
789,701,982aabae,crontab[<*>]: (root) <*> EDIT (root)
790,712,6e4f865f,crontab[<*>]: (root) <*> (root)
791,570,5bf5ae7a,crond[<*>]: (root) <*> <*>
792,1064,65dcb7ef,kernel: audit(<*>.<*>:<*>): avc: denied { write } for <<*>>audit(<*>.<*>:<*>): avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
793,560,65612b79,sshd[<*>]: Kerberos authentication as #<*># denied for <*>
794,827,bd82bc73,sshd[<*>]: Remote host disconnected: Disconnect requested by Windows SSH Client.
795,828,eaf53764,sshd[<*>]: disconnected by application in remote: 'Disconnect requested by Windows SSH Client.'
796,976,424d1c0d,kernel: audit(<*>.<*>:<*>): avc: denied { <*> } for pid=<*> comm=ntpdate <*> <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
797,993,ca7d6878,kernel: audit(<*>.<*>:<*>): avc: denied { write } for pid=<*> comm=ntpdate name=log dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=user_u:object_r:file_t <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
798,991,d65355bb,kernel: process `omdiag' is using obsolete setsockopt SO_BSDCOMPAT
799,513,e8caec10,kernel: <*> Unknown cmd fd(<*>) <*> <*> on <*>
800,1063,d81f6761,postfix/postfix-script: fatal: the Postfix mail system is <*> running
801,280,564d89df,postfix/cleanup[<*>]: <*> <*>
802,892,86a81fd0,postfix/master[<*>]: daemon started -- version <*>.<*>.<*>
803,290,c01e87e1,postfix/pickup[<*>]: <*> uid=<*> from=<root>
804,306,aafd4e38,postfix/pickup[<*>]: warning: <*> message has been queued for <*> days
805,784,980de719,postfix/postfix-script: <*> the Postfix mail system
806,278,bbfeae14,"postfix/qmgr[<*>]: <*> <*> size=<*>, nrcpt=<*> (queue active)"
807,390,ef6cb9f4,postfix/qmgr[<*>]: <*> removed
808,391,a76a2faa,"postfix/smtp[<*>]: <*> to=<#<*>#@#<*>#>, relay=#<*>#[#<*>#], delay=<*>, status=sent (<*> Mail accepted)"
809,1062,bc2d7737,"postfix/qmgr[<*>]: warning: lots of deferred mail, that is bad for performance"
810,1061,c8e47a4a,postfix/qmgr[<*>]: warning: mail for #<*># is using up <*> of <*> active queue entries
811,1060,30e3d90c,postfix/qmgr[<*>]: warning: please avoid flushing the whole queue when you have
812,1157,04f182e1,postfix/qmgr[<*>]: warning: so that Postfix quickly skips unavailable hosts
813,1158,54d0e98d,postfix/qmgr[<*>]: warning: so that Postfix wastes less time on undeliverable mail
814,1059,c8e3a43c,postfix/qmgr[<*>]: warning: to turn off these warnings specify: qmgr_clog_warn_time = <*>
815,965,e9b7303c,postfix/qmgr[<*>]: warning: you may need to <*> <*> <*> <*> <*> <*>
816,530,b289b4b4,"postfix/local[<*>]: <*> to=<root@tbird-#<*>#>, orig_to=<root>, relay=local, delay=<*>, status=sent (forwarded as <*>"
817,1159,7d0978ed,"postfix/qmgr[<*>]: F<*>D<*>A: from=<#<*>#@#<*>#>, status=expired, returned to sender"
818,1058,e298730c,"postfix/smtp[<*>]: F<*>D<*>A: to=<#<*>#@#<*>#>, relay=none, delay=<*>, status=deferred (Host or domain name not found. Name service error for name=#<*># type=MX: Host not found, try again)"
819,1160,9c2d4cc6,postfix/postsuper[<*>]: Deleted: <*> messages
820,315,927e60c5,postfix/qmgr[<*>]: warning: qmgr_active_corrupt: save corrupt file queue active id <*> No such file or directory
821,316,4370da97,postfix/smtp[<*>]: warning: open active <*> No such file or directory
822,959,7d800bfb,postfix/master[<*>]: terminating on signal <*>
823,472,6cfc27bc,"postfix/smtp[<*>]: <*> <*> relay=#<*>#[#<*>#], delay=<*>, status=sent (<*> <*>.<*>.<*> <*> Message accepted for delivery)"
824,1161,00605815,postfix/postdrop[<*>]: fatal: uid=<*>: malformed input
825,556,fd3cc8d0,"postfix/smtp[<*>]: <*> to=<#<*>#-#<*>#@#<*>#>, orig_to=<root>, relay=#<*>#[#<*>#], delay=<*>, status=sent (<*> <*>.<*>.<*> <*> Message accepted for delivery)"
826,918,316fad80,snmpd[<*>]: send response: Error building ASN.<*> representation (build int size <*>: s/b <*>)
827,1162,297b27ef,EXT<*>-fs: sda<*>: <*> orphan inodes deleted
828,960,b214119e,ext<*>_orphan_cleanup: deleting unreferenced inode <*>
829,1163,5cc48a5b,"postfix/postdrop[<*>]: warning: stdin: unexpected EOF in data, record type <*> length <*>"
830,1057,1c08c86b,kernel: EXT<*>-fs error (device sda<*>): <*> <*> <*> <*> <*> <*>
831,551,f9903a48,kernel: scsi<*> (<*>:<*>): rejecting I/O to offline device
832,1164,33f36623,"kernel: unable to read inode block - inode=<*>, block=<*>"
833,987,35242b4d,kernel: audit(<*>.<*>:<*>): avc: denied { search } for pid=<*> comm=ntpdate name=dev dev=ram<*> <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
834,875,59eb5cd6,kernel: megaraid <*> <*> <*> <*>
835,859,e483b453,kernel: megaraid: resetting the host...
836,933,9501fab4,kernel: scsi: Device offlined - not ready after error recovery: host <*> channel <*> id <*> lun <*>
837,625,b8b9373f,sshd[<*>]: <*> authentication failed. Login to account <*> not allowed or account non-existent.
838,726,86c5cd86,sshd[<*>]: Remote host disconnected: No further authentication methods available.
839,730,1a8124ca,sshd[<*>]: no more authentication methods on remote: 'No further authentication methods available.'
840,867,f1e6b324,-- <*> DIALUP AT ttyS<*> BY <*>
841,659,c8ee2b01,kernel: usb <*>-<*>: usbfs: USBDEVFS_CONTROL failed cmd lsusb rqt <*> rq <*> len <*> ret -<*>
842,43,9b100eb8,syslog-ng[<*>]: Cannot open file <*> for writing (Too many open files)
843,876,94006a94,"syslog-ng[<*>]: io.c: accept() failed, Too many open files"
844,852,f69db800,e<*>: eth<*>: e<*>_watchdog: NIC Link is Down
845,558,0465ce86,mount: mount to NFS server <*> failed: server is down.
846,501,a9766f58,"mount: mount.panfs warning: couldn't ping address #<*>#:<*> using <*>:<*>,"
847,1007,d5c0b108,ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Set LID failed because NO RESPONSE
848,1147,fa05089b,mount:
849,1054,4bcc7ff0,"mount: mount.panfs warning: couldn't ping address #<*>#:<*> using <*>:<*>, <*> (pan_sock: timeout)"
850,1005,84e27bc5,kernel: THH(<*>): modprobe[<*>]: mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/linux_module.c:<*>: Failed creating THH hob for device <*> in index <*>
851,1004,ac38a021,kernel: Tavor HCA Driver: probe of <*>:<*>:<*>.<*> failed with error -<*>
852,1145,dc862670,fsck: [/sbin/fsck.ext<*> (<*>) -- /var] fsck.ext<*> -a
853,1053,7cc69257,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Failed to negotiate MTU, op_vl for node=<*>ad<*>c, port= <*>, no response"
854,508,cb4295c6,mount: mount.panfs error: cannot find object indicated by path 'home' (<*> <*> <*> <*> <*> <*>
855,707,acebf065,mount.panfs: pan_kernel: expected release: <*>.<*>.<*>-<*>.EL.rootsmp release is: <*>.<*>.<*>-<*>smp <*> <*> <*>:<*>:<*> mount.panfs: mount.panfs warning: mounting panfs in an untested environment!!
856,1144,dae19390,"kernel: usb <*>-<*>: USB disconnect, address <*>"
857,944,37e697c1,in.tftpd[<*>]: tftpd: read: Connection refused
858,1127,8582533f,"kernel: cpu <*> hot: low <*>>cpu <*> hot: low <*>, high <*>, batch <*>"
859,1051,fee5095d,kernel: <*> present:<*>kB pages_scanned:<*> all_unreclaimable? no
860,1050,a68fe2ff,kernel: <*> <*> <*> min:<*>kB low:<*>kB high:<*>kB active:<*>kB inactive:<*>kB present:<*>kB pages_scanned:<*> all_unreclaimable? no
861,1128,8d3572b1,kernel: Node <*> Normal: <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>
862,1129,7055cacd,kernel: <ffffffff<*>f<*>>{kmem_getpages+<*>} <ffffffff<*>fce<*>>{cache_alloc_refill+<*>*<*>kB <*>*<*>kB <*>*<*>kB = <*>kB
863,1130,ac2d2219,kernel: Call Trace:<ffffffff<*>c<*>c>{__alloc_pages+<*>} <ffffffff<*>kB active:<*>kB inactive:<*>kB present:<*>kB pages_scanned:<*> all_unreclaimable? no
864,1131,9fa8c627,kernel: <ffffffffa<*>d<*>>{:panfs:pan_rm_bindcache_refresher__got_presns[]: <*> <*> <*>
865,1132,c54118dd,kernel: <ffffffff<*>ed<*>>{del_singleshot_timer_sync+<*>} <ffffffff active:<*>kB inactive:<*>kB present:<*>kB pages_scanned:<*> all_unreclaimable? no
866,1023,24bd17fa,"kernel: <*> <*>, batch <*>"
867,1133,d315977d,kernel: <ffffffffa<*>d<*>>{:panfs:pan_sock_linl: <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB = <*>kB
868,23,91bedd5d,"kernel: rpc: request timed out, request <*>, <*> <*> to #<*>#:<*>"
869,1134,4744a04e,kernel: Node <*> Normal: <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <<*>>warning: many lost ticks.
870,1047,a6c23bdc,kernel: <*> <*> all_unreclaimable? yes
871,1135,6288e454,kernel: <<*>ble:<*> free:<*> slab:<*> mapped:<*> pagetables:<*>
872,1046,84bb096c,"kernel: <*> high <*>, batch <*>"
873,1045,b6bd35d2,"kernel: <*> <*>, high <*>, batch <*>"
874,1136,e02f69d7,"kernel: <ffffffff<*>e<*>>{inet_create+<*>} <ffffffff<*>a<*>f<*>>{__sock_create+<*>w <*>, high <*>, batch <*>"
875,594,c0349c12,kernel: Lustre: Lustre Lite Client File System; #<*>#@#<*>#
876,637,a18fc8c9,sudo: <*> : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*> <*> <*> <*>
877,874,0060d4c2,sshd[<*>]: <*> <*> <*> closed by remote <*>
878,550,7495fd01,kernel: pan_ips: error -- cmd_destroy: destroying aborted (rc=<*> (IPS: session got unknown error callback)) command <*> (<*>:<*>:<*>)
879,582,74d95468,kernel: pan_ips: error -- cmd_destroy: invoking callback on aborted (rc=<*> (IPS: session got unknown error callback)) command <*>
880,908,cda7ee4a,kernel: rpc: poll response for unknown request <*>
881,1044,b80cd7d4,pbs_mom: cannot lock '/var/spool/pbs/mom_priv/mom.lock' - another mom running
882,128,82e789dc,pbs_mom: pbs_mom startup <*>
883,11,da78e424,kernel: MOSAL(<*>): <*> = <*>
884,52,267ec53c,kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_iobuf.c[<*>]: dump iobuf at <*> :
885,54,303a2a6d,kernel: MOSAL(<*>): req_perm = READ | WRITE
886,53,4cd646d5,kernel: MOSAL(<*>): <*> mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_iobuf.c:<*>: MOSAL_mlock_iobuf failed - <*>
887,494,78e6cdfd,kernel: MOSAL(<*>): <*> priv_mosal_mlock: could not find mm=<*> (pid=<*>) in the hash
888,51,ff4688d1,kernel: MOSAL(<*>): <*> MOSAL_mlock_iobuf: Failed <*> priv_mosal_mlock for addr=<*> size=<*>
889,348,5311fdc9,kernel: THH(<*>): <*> <*>
890,360,0965bf28,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/tptm.c[<*>]: <*> <*> <*> <*> <*>
891,522,6680565d,kernel: VIPKL(<*>): Inside CQM_create_cq: Unable to register HH CQ. hh_ret = -<*>
892,606,a9a1bb84,"sendmail[<*>]: <*> SYSERR(root): collect: Cannot write <*> (bfcommit, uid=<*>, gid=<*>): Read-only file system"
