seq_id,BlockId,EventSequence,Label
364230,blk_2997891397421995949,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
14331,blk_4948366547101314346,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
164932,blk_1447510504918189542,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 10, 8, 9, 6, 6, 6, 5, 5, 5]",0
499795,blk_-1944442414388996593,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
226643,blk_581024956330789654,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
144800,blk_-4015976035079045374,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
556574,blk_8667375223864207831,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
184008,blk_-4199275883092817031,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
309214,blk_2183203601447784553,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
558707,blk_-4678735695048252096,"[1, 1, 1, 7, 4, 3, 4, 3, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
457166,blk_1435880689215424250,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
172450,blk_5807322686205989808,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
481157,blk_8488926725187959398,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
255796,blk_-5849579015902654305,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
103735,blk_7845736608018438318,"[7, 1, 1, 1, 2, 4, 3, 4, 2, 2, 3, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
492033,blk_8330891481006915524,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
242545,blk_-1608483068996034723,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
197674,blk_-7101096463739794329,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
190967,blk_-2790061307120655050,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
199752,blk_-5839522857477164277,"[1, 1, 7, 1, 3, 4, 3, 4, 4, 2, 2, 2, 3, 6, 6, 6, 5, 5, 5]",0
132068,blk_1440446846459484662,"[1, 7, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
473536,blk_3234640327738564716,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
76884,blk_-2610434635343370957,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 9, 8, 9, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
23225,blk_7521197708622764981,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5]",0
289104,blk_7302749563310207779,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
546790,blk_4300616540485557355,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
221692,blk_-3899156959861654283,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
266718,blk_4668662954166654700,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 5]",0
506778,blk_634503169557258791,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
193137,blk_1936384299062527223,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
454667,blk_8942240224537746334,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
482906,blk_1175293738980297408,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
448392,blk_6172543119103925901,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
564132,blk_-4827682284408461423,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
224327,blk_-3144645978150716999,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
403658,blk_8258231339921909493,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
16353,blk_-3689323012569201177,"[1, 7, 1, 1, 3, 3, 4, 4, 3, 4, 2, 2, 2, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
316479,blk_7154033357127779790,"[1, 1, 7, 1, 4, 3, 4, 3, 4, 2, 2, 3, 2, 6, 6, 6, 5, 5, 5]",0
34082,blk_2592703270329678978,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
245142,blk_7824816495688932975,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
464947,blk_-9131066336984856077,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 2, 3, 4, 6, 6, 6, 5, 5, 5]",0
485310,blk_6580514356418134662,"[1, 1, 1, 7, 2, 2, 3, 4, 3, 4, 3, 4, 2]",0
461326,blk_7907389594776876251,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
539951,blk_-6178330706210739177,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
112709,blk_6814070444831190436,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5]",0
516555,blk_-278440702410237035,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
44002,blk_7264989697660840866,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
39631,blk_5162595537609758331,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
453042,blk_-5106870925979602091,"[1, 7, 1, 1, 4, 3, 4, 2, 2, 3, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
22238,blk_-155534873603307037,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 10, 10, 6, 6, 6, 5, 5, 5]",0
430731,blk_6115210247731681904,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
425037,blk_3870915017361958492,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
526079,blk_5740188255337679891,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
444691,blk_-8867158841877018994,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
437686,blk_6242692466377641162,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
219688,blk_-1204525467491699803,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
498405,blk_4520032478498959334,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
446475,blk_3581924646493261481,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
320209,blk_-1099089630584494446,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
430378,blk_-855151656003405950,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
110281,blk_1486567653292318324,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 10, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5]",0
136753,blk_3494443437455983358,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
265940,blk_6793814110656176733,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
237672,blk_-365546113655324567,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
28551,blk_-2774023589167831840,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5]",0
845,blk_6193328680008897082,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 10, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
296229,blk_-7966894910708859335,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
158618,blk_4571029522633603733,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 8, 8, 10, 13, 1, 14, 12, 11, 2, 2, 5, 13, 1, 14, 11, 12, 2, 2, 5, 8, 8, 6, 6, 6, 5, 5, 5]",1
480162,blk_7484206280351994044,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
512910,blk_-6531536187632620971,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
201144,blk_-5550427638732175123,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 5]",0
457047,blk_-335449542045596814,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
353387,blk_6628674274624770487,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
490340,blk_7950257937915346436,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
513585,blk_5759248244992398512,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
381840,blk_-8820244206197707484,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
197081,blk_5611601639135207288,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
402259,blk_-8161396339150819891,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
194067,blk_-350722705415120613,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
128456,blk_-6416906091062380393,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
65429,blk_5349401439546802971,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
342198,blk_-7730379743685198052,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
144172,blk_-4435348354261177247,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
562332,blk_-1995088559131944559,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
483131,blk_-2171524806756287435,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
547947,blk_4273113890380244227,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
153966,blk_6029722195927136586,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
510133,blk_-6467564938015917741,"[1, 7, 1, 1, 4, 2, 3, 3, 4, 3, 4, 2, 2]",0
562626,blk_-3895308711973674346,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
186115,blk_-6146419707517984819,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
430916,blk_4152055516608556994,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
59099,blk_2558884632497009235,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
534923,blk_4911503135545809592,"[1, 7, 1, 1, 3, 4, 4, 2, 3, 3, 4, 2, 2]",0
438946,blk_-6093866460396720525,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
473551,blk_2400418916890433423,"[1, 1, 7, 3, 4, 3, 4, 1, 3, 4, 2, 2, 2]",0
329178,blk_7084077350357434143,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
567486,blk_4250592032036637201,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
567599,blk_451000298374365082,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
292993,blk_-4930078732494577390,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
286963,blk_8535235838315863213,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
355051,blk_3424578597181815588,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
259569,blk_-125729166277334737,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
364565,blk_3515775820193118634,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
247253,blk_4394661599662701784,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
7957,blk_7946959404637598194,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
195496,blk_5240118973761813349,"[1, 1, 7, 1, 3, 4, 4, 3, 4, 2, 2, 3, 2, 6, 6, 6, 5, 5, 5]",0
239512,blk_-8001908361204647790,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
200977,blk_-266925812216854145,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
531007,blk_-2437555234326709846,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
352147,blk_-2316280553497691513,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
254467,blk_-8436008451151538778,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
279058,blk_-8657521527502898764,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
248105,blk_-3164860758905449391,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
402354,blk_-2007544314778861101,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
173253,blk_210180075723144245,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
24541,blk_6785613548781650028,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
341988,blk_-7413053391865326778,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
527261,blk_6675878828117415029,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
375719,blk_-384045941136844754,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
80055,blk_307829882140964377,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]",1
384344,blk_-7663406803135853771,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
329707,blk_4927317878216521840,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
458994,blk_-5376947098016631132,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
99723,blk_-4034465819024848857,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 5]",0
564806,blk_2177548328183283989,"[1, 7, 1, 1, 3, 4, 3, 4, 4, 2, 2, 3, 2, 6, 6, 6, 5, 5, 5]",0
507821,blk_3056228683315081410,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
557561,blk_2403690487004434833,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
528793,blk_-7820010330377730945,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10]",0
374925,blk_-757070541592240257,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
422785,blk_5399550683211507229,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
411185,blk_-5503401328028783529,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
149529,blk_-8114826552561517254,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
330465,blk_8408628482960612350,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
397398,blk_-7120567353109891106,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
20381,blk_5663323917981845141,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 6, 6, 6, 5, 5, 5]",0
545938,blk_-3452153398473506946,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
13420,blk_8312322278748508489,"[1, 7, 1, 1, 3, 4, 2, 2, 3, 4, 3, 4, 2, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
56812,blk_-3280611106953040665,"[1, 1, 7, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
357723,blk_1344788548249568898,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
375511,blk_3102331968070654554,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
9536,blk_6601476348990343850,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
528774,blk_-2631715389306264554,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
59486,blk_1526865769759578801,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
116856,blk_-4490177652765895051,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
547281,blk_-4169055967835941968,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
489114,blk_-6913812870230416958,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
50637,blk_-1516534953782582904,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
202520,blk_1497999084922288266,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
257615,blk_3188117083970290785,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
149520,blk_553099671786456974,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 10, 9, 8, 8, 13, 1, 14, 11, 12, 2, 2, 5, 13, 14, 1, 12, 11, 2, 2, 5, 9, 8, 6, 6, 6, 5, 5, 5]",1
257423,blk_-848139333247589113,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
45818,blk_-3160800977891573721,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
436112,blk_-824175191794187073,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
130358,blk_-4573404465229763402,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
529138,blk_6060417047733660244,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
383911,blk_6842945301085256749,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 6, 6, 6, 5, 5, 5]",0
37275,blk_-5819824149603101137,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 18, 2, 5]",1
426443,blk_7203805207945704873,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
61244,blk_7452372062387890579,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
491467,blk_-5369081758813330168,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
239031,blk_4984391195471731335,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
451565,blk_9047783395231443300,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
440752,blk_-6629982141428682976,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
147139,blk_-3312165051593574159,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
63670,blk_6931829566604495725,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
522213,blk_8789876605682388308,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
482753,blk_3813964687063290775,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
4555,blk_8928087121881022015,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]",0
178313,blk_-838960212151834726,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
27104,blk_-356527807250521062,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
12395,blk_3808333575653664846,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5]",0
440476,blk_-8599808917167059190,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
337418,blk_2326792467709357522,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
422516,blk_5044620123757212734,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
259281,blk_-4767088344158520695,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
320299,blk_7391457100568400666,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
556145,blk_-7137699274504816076,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
143043,blk_-879301155643776132,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
67600,blk_3094386030649303617,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
124377,blk_-964369213213763991,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 10, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
484345,blk_-609799320993159115,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
232700,blk_-318032883749942378,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
186696,blk_745134295942043020,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
260094,blk_-2786995501512447787,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
45071,blk_-7130307446062249893,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
